2024-05-11,14:38:24,False,,Fantastic Chris - a terrific system! ğŸ‘ğŸ‘
2024-05-11,11:28:40,False,,https://youtu.be/l073yVKihwo
2024-05-10,23:38:34,False,,Yet another superb instructional video - you're a star Chris - thank you ğŸ‘ğŸ‘
2024-05-10,20:49:14,False,,https://youtu.be/hQFUMpH6v8g
2024-05-10,19:14:04,False,,Bye for now everyone enjoy your weekend
2024-05-10,16:30:21,False,,
2024-05-10,14:39:09,False,,https://youtu.be/lOUv6x_9iFs
2024-05-10,14:03:40,False,,https://youtu.be/0QdbUGlVDuQ
2024-05-10,13:35:26,False,,ğŸ‘
2024-05-10,13:35:05,False,,"Thank you, I wish more people did. Chris"
2024-05-10,13:34:33,False,,"No probs Chris  - I'll continue with screenshots of charts as and when, if it's helpful ğŸ‘"
2024-05-10,13:30:18,False,,"I like you showing your charts, it means everyone can benefit by these charts where we can analyse and give thoughts. Chris"
2024-05-10,13:29:03,False,,Good point - thanks Chris - all part of my trading education and I appreciate you highlighting that ğŸ‘
2024-05-10,13:21:01,False,,ğŸ”¥
2024-05-10,13:20:30,True,downloaded_images/20240510_132030.jpg,"Hi Laurie, the price on AUD/NZD will probably move higher but as all charts do not agree it could be limited [better trades available I.E. EUR/CHF, CAC/CHF]. In the Price Action charts we can see a possible Wave 5. I hope this helps. Chris"
2024-05-10,13:13:23,False,,Ah yes - thanks Chris - I see what you mean re PBT ğŸ‘ FMA will help tooğŸ‘
2024-05-10,13:08:02,False,,Not Parabolic on the Advanced Pro Charts. Full analysis in the FMA. Chris
2024-05-10,13:02:07,True,downloaded_images/20240510_130207.jpg,Hi Chris and everyone - AUDNZD convergence?
2024-05-10,09:24:52,True,downloaded_images/20240510_092452.jpg,AUD/USD BOS. Chris
2024-05-10,08:38:32,True,downloaded_images/20240510_083832.jpg,EUR/CHF BOS buy. Chris
2024-05-10,08:29:47,True,downloaded_images/20240510_082947.jpg,AUD/JPY Breaks bullish flag. Chris
2024-05-10,08:14:50,False,,https://youtu.be/9ogWVnjNFRI
2024-05-10,08:01:29,False,,Good morning Chris and the trading team
2024-05-10,06:13:25,True,downloaded_images/20240510_061325.jpg,NZD/CHF Another BUY signal. Chris
2024-05-10,06:09:49,True,downloaded_images/20240510_060949.jpg,NZD/JPY BOS pending order - BUY. Chris
2024-05-10,05:59:20,False,,
2024-05-09,19:56:01,True,downloaded_images/20240509_195601.jpg,AUD/CAD BUY. Chris
2024-05-09,18:59:29,False,,Goodnight Chris and the trading team
2024-05-09,18:56:50,False,,
2024-05-09,17:11:32,False,,https://go.screenpal.com/watch/cZhQD1VLcKL
2024-05-09,15:09:35,True,downloaded_images/20240509_150935.jpg,CAD/CHF BUY. Chris
2024-05-09,13:57:15,True,downloaded_images/20240509_135715.jpg,AUD/CHF Buy [Thanks Laurie]. Chris
2024-05-09,13:48:20,True,downloaded_images/20240509_134820.jpg,GBP/CHF Get ready. Chris
2024-05-09,13:23:04,False,,https://www.tradingview.com/chart/BTCUSD/V96LVKBx-BITCOIN-GETTING-READY/V96LVKBx
2024-05-09,08:10:06,True,downloaded_images/20240509_081006.jpg,Another target ğŸ¯ hit ğŸ’°ğŸ’°ğŸ’°ğŸ’°
2024-05-09,07:59:12,False,,Good morning Chris and the trading team
2024-05-09,06:21:14,False,,
2024-05-09,06:12:40,False,,"Scanning the markets this morning I see very low volumes, and no new set ups so far. Let's wait for volumes to pick up later. Chris"
2024-05-09,06:11:35,False,,
2024-05-08,17:47:53,False,,Goodnight Chris and the trading team
2024-05-08,17:00:58,False,,
2024-05-08,16:39:51,True,downloaded_images/20240508_163951.jpg,ğŸ’°ğŸ’°ğŸ’°ğŸ’°
2024-05-08,16:33:18,False,,
2024-05-08,16:33:04,True,downloaded_images/20240508_163304.jpg,Close USD/JPY over 100 pips. Chris
2024-05-08,16:11:00,True,downloaded_images/20240508_161100.jpg,AFTER
2024-05-08,16:10:50,True,downloaded_images/20240508_161050.jpg,NZD/JPY Long. Chris
2024-05-08,15:00:28,True,downloaded_images/20240508_150028.jpg,"NZD/USD Convergence @ trend line channel, along with Liquidity Zone [Yellow]. SELL SL .6011, TARGET .5898. Chris"
2024-05-08,14:41:38,False,,https://youtu.be/AnYX-jPd1l4
2024-05-08,13:45:32,False,,Closing GBP/USD see FMA later. Chris
2024-05-08,13:23:57,False,,https://www.tradingview.com/chart/EURAUD/mvEtHr4F-EUR-AUD-Holds-Heads-to-Target/mvEtHr4F
2024-05-08,13:23:23,True,downloaded_images/20240508_132323.jpg,EUR/AUD BUY. Chris
2024-05-08,11:25:48,False,,https://youtu.be/uJWoNQHosIk
2024-05-08,10:48:38,True,downloaded_images/20240508_104838.jpg,GBP/USD Convergence into Liquidity and trend line channel. Chris
2024-05-08,09:08:59,False,,
2024-05-08,09:08:28,True,downloaded_images/20240508_090828.jpg,Gold ğŸ’°ğŸ’°ğŸ’°ğŸ’°âœ…
2024-05-08,08:40:40,False,,Can u read for me number
2024-05-08,08:32:34,True,downloaded_images/20240508_083234.jpg,"Always check the website for the best trades. Strong Trends have more volume, then grab your Price Action Charts to make BIG money! Chris"
2024-05-08,08:31:35,False,,I slept in I must admit
2024-05-08,08:29:06,False,,Good morning Chris and the trading team